Product_ID,Batch_Number,Production_Date,Shift,Inspector_Name,Defect_Type,Pass_Fail,Dimension (mm),Tolerance (mm),Production_Time (mins),Temperature (°C),Pressure (bar),Machine_ID,Material_Used (kg),Energy_Consumption (kWh),Quality_Score (%),Defect_Rate (%),Compliance_Flag,Machine_Downtime (mins),Scrap_Cost (USD),Inspection_Time (mins),Cycle_Time (s),Line_Number
52748172,BN-9611,12-09-2023,Evening,Jose Hurst,Discoloration,Pass,171.31,0.54,84,81.06,3.72,MID-9716,23.08,456.49,73.13,6.74,Non-Compliant,40,403,9,103,1
4310921,BN-0954,12-09-2023,Morning,Charles Rice,No_Defect,Pass,73.92,0.15,85,57.05,2.96,MID-5325,23.02,491.22,88.01,0.45,Non-Compliant,8,289,5,73,1
34130926,BN-9761,12-09-2023,Night,Daniel Matthews,No_Defect,Pass,157.05,0.62,98,49.14,2.84,MID-5573,13.39,436.52,78.92,5.67,Compliant,32,127.19,8,188,4
74948000,BN-4312,13-09-2023,Night,Kristin Castro,No_Defect,Pass,41.34,0.94,42,90.26,3.59,MID-5822,37.91,379.29,86.82,9.34,Compliant,53,298.19,3,186,5
22928399,BN-1131,13-09-2023,Night,Sara Stanton,Discoloration,Pass,133.76,0.26,106,43.31,2.05,MID-8590,18.08,452.83,72.57,3.33,Non-Compliant,39,448.67,8,30,4
82000592,BN-6458,13-09-2023,Morning,Nicole Kaiser,Crack,Pass,190.09,0.25,42,34.34,1.94,MID-0817,23.18,177.15,70.85,8.16,Compliant,35,15.07,1,205,2
47958074,BN-0116,13-09-2023,Morning,Mrs. Linda Mitchell DDS,No_Defect,Pass,113.38,0.91,112,67.45,3.09,MID-3125,46.63,362.75,74.81,3.47,Non-Compliant,35,214.57,12,36,1
94792874,BN-8703,13-09-2023,Evening,Amy Jackson,No_Defect,Pass,102.46,0.56,64,91.69,3.8,MID-1501,25.89,201.54,77.62,4.03,Non-Compliant,26,198.84,7,199,1
60902054,BN-2308,13-09-2023,Evening,Nicole Kelly,Other,Fail,56.5,0.55,72,79.66,1.98,MID-8856,0.46,228.63,69.74,0.82,Compliant,47,136.13,5,35,1
9375024,BN-5858,13-09-2023,Evening,Jonathon Smith,Other,Pass,151.67,0.23,94,81.31,8.06,MID-5101,47.09,196.17,62.61,2.11,Compliant,39,324.04,10,148,1
73304548,BN-9083,13-09-2023,Morning,Timothy Murray,Crack,Pass,87.54,0.74,34,80.32,6.55,MID-3690,32.88,75.32,67.47,6.55,Non-Compliant,2,73.69,4,277,4
25642148,BN-9420,13-09-2023,Morning,Connie Wilson,Crack,Fail,128.35,0.22,49,37.38,3.16,MID-4396,21.28,481.29,74.31,5.85,Non-Compliant,20,294.8,15,127,5
94484717,BN-0373,13-09-2023,Night,Samantha Delgado,Size Variation,Pass,46.58,0.23,33,47,3.66,MID-2102,27.39,89.23,98.52,7.42,Non-Compliant,58,56.88,2,65,1
61020405,BN-1399,14-09-2023,Evening,Jade Harris,No_Defect,Fail,85.61,0.5,40,98.57,6.83,MID-0304,15.89,413.24,91.2,8.94,Compliant,39,88.51,14,147,1
81282296,BN-2014,14-09-2023,Evening,Christine Rojas,No_Defect,Fail,159.8,0.45,105,95.87,1.52,MID-1745,35.95,15.6,86.76,9.54,Non-Compliant,1,5.36,11,153,3
17975919,BN-6982,14-09-2023,Evening,Jaime Jones,Crack,Pass,15.02,0.66,55,33.62,3.28,MID-1897,33.74,281.6,66.42,3.12,Compliant,38,71.25,3,253,4
14025624,BN-4629,14-09-2023,Night,Victor White,No_Defect,Pass,31.32,0.55,114,72.73,7.69,MID-4956,24.26,120.65,88.14,1.91,Non-Compliant,44,116.06,7,123,5
95019604,BN-3680,14-09-2023,Night,Bryan Roth,Discoloration,Fail,44.01,0.14,72,60.97,5.11,MID-8945,17.14,211.92,78.64,9.89,Compliant,27,158.09,13,121,1
77463296,BN-0456,14-09-2023,Morning,Kevin Payne,Discoloration,Fail,32.59,0.58,105,68.36,3.38,MID-5280,47.33,202.33,67.26,6.79,Compliant,21,483.68,2,203,1
59393023,BN-1015,14-09-2023,Evening,Timothy Richards,Discoloration,Fail,92.82,0.64,33,51.09,6.74,MID-3789,12.58,218.39,71.55,2.26,Non-Compliant,4,64.82,5,299,3
8542571,BN-7304,14-09-2023,Evening,Elizabeth Mccarthy,Other,Fail,32.98,0.51,114,45.06,1.51,MID-5672,40.23,315.44,97.54,9.85,Compliant,9,403.03,12,102,5
66535690,BN-1006,14-09-2023,Morning,Dennis Mcdonald,Other,Pass,145.42,0.84,66,69.73,5.43,MID-2975,34.68,243.9,94.32,0.21,Compliant,16,165.33,7,32,5
11173571,BN-7771,15-09-2023,Night,Steven Snow,Size Variation,Fail,48.49,0.52,27,96.25,2.59,MID-1787,20.45,399.52,73.29,5.38,Compliant,48,278.1,2,242,4
85301191,BN-0215,15-09-2023,Morning,Scott Rodriguez,Size Variation,Fail,122.86,0.79,55,28.3,4.56,MID-8093,26.51,151.69,89.75,2.82,Non-Compliant,7,42.1,6,281,5
37463960,BN-5479,15-09-2023,Morning,Ethan Martin,Other,Fail,101.1,0.33,20,95.73,6.46,MID-8037,32.49,436.77,87.2,4.44,Non-Compliant,32,125.31,3,295,5
9398399,BN-0184,15-09-2023,Evening,Mrs. Amanda Mccarthy,Discoloration,Pass,115.9,0.2,120,45.77,4.23,MID-5287,19.95,151.49,72.08,6.56,Non-Compliant,59,233.88,7,164,3
38809743,BN-6128,15-09-2023,Morning,Jacob Williams,Crack,Pass,113.73,0.96,88,83.06,8.03,MID-2922,44.06,463.68,85.96,8,Non-Compliant,10,195.88,14,153,2
58320945,BN-5715,15-09-2023,Night,Madison Cordova,Other,Fail,143.6,0.28,56,46.56,2.44,MID-7983,10.82,90.48,68.7,4.55,Non-Compliant,17,179.13,8,87,5
98279562,BN-9022,15-09-2023,Morning,Douglas Lee,Size Variation,Pass,162.83,0.24,118,41.53,7.62,MID-6212,18.74,118.99,71.47,8.64,Compliant,4,316.41,14,42,4
10338155,BN-4463,15-09-2023,Night,Jared Vega,Other,Pass,170.4,0.43,64,71.92,5.35,MID-9676,2.87,31.92,77.79,6.68,Non-Compliant,58,437.04,12,255,3
34333303,BN-2454,15-09-2023,Morning,Caitlin Miller,No_Defect,Pass,143.06,0.92,43,45.48,8.14,MID-8388,20.52,105.03,82.48,1.14,Non-Compliant,16,47.26,1,168,4
15058157,BN-4884,15-09-2023,Evening,Joseph Cole,Size Variation,Pass,152.46,0.21,66,43.57,1.93,MID-4917,18.91,181.44,60.69,5.08,Compliant,44,279.8,3,43,1
48188500,BN-6056,15-09-2023,Evening,Michelle Walker,Size Variation,Pass,16,0.54,102,78.42,4.81,MID-9672,14.75,450.34,69.45,7.61,Compliant,11,448.18,12,148,4
4444169,BN-2789,15-09-2023,Night,Matthew Phillips,No_Defect,Fail,107.81,0.5,54,25.91,2.68,MID-3707,12.5,417.17,78.82,6.82,Non-Compliant,31,10.08,9,297,1
43567546,BN-7514,16-09-2023,Night,Heather Olson,No_Defect,Fail,75.89,0.18,94,39.07,6.7,MID-5865,33.95,106.77,78.61,0.09,Non-Compliant,50,37.83,1,199,2
81994847,BN-4679,16-09-2023,Evening,Kayla Rosario,Discoloration,Fail,101.38,0.4,29,98.9,2.98,MID-7036,37.29,85.53,75.83,1.46,Compliant,42,310.07,1,33,5
21362729,BN-7578,16-09-2023,Night,Elizabeth Morales PhD,Size Variation,Pass,68.39,0.65,104,40.08,7.42,MID-6847,24.12,58.58,76.24,6.39,Non-Compliant,56,121.67,8,189,2
41135440,BN-7423,16-09-2023,Morning,Ana Johnson,Other,Pass,132.56,0.36,117,58.53,3.91,MID-2351,0.68,494.88,68.69,5.5,Compliant,59,424.26,3,215,3
98605255,BN-4767,16-09-2023,Night,Michael Burnett,Discoloration,Fail,144.89,0.53,38,91.51,5.15,MID-8960,29.33,485.42,81.46,1.62,Compliant,51,437.63,15,241,1
45977398,BN-8706,16-09-2023,Morning,David Garza,No_Defect,Pass,95.93,0.29,78,30.51,3.85,MID-9147,47.93,289.27,97.13,5.38,Compliant,10,176.1,15,97,2
76252174,BN-1663,16-09-2023,Evening,Casey Bailey,Discoloration,Fail,29.07,0.36,45,84.83,4.78,MID-9054,26.37,178.2,69.39,0.24,Non-Compliant,46,40.76,8,91,1
78563308,BN-0773,16-09-2023,Evening,Holly Reed,Size Variation,Pass,54.98,0.1,74,30.17,4.34,MID-7816,33.98,19.7,97.24,1.08,Compliant,56,321.74,11,185,4
96888780,BN-4663,16-09-2023,Morning,Megan Reid,No_Defect,Pass,162.15,0.45,29,23.11,1.57,MID-7000,37.74,470.86,99.54,9.22,Compliant,55,282.52,8,295,1
13637224,BN-5295,16-09-2023,Night,Mr. Richard Rogers,No_Defect,Pass,23.96,0.63,116,59.86,1.41,MID-7990,22,442.44,97.83,2.36,Compliant,49,402.08,9,179,5
93113489,BN-2772,16-09-2023,Morning,Dana Rodriguez,Other,Fail,62,0.89,71,34.77,8.34,MID-9391,3.99,331.39,88.33,3.32,Compliant,37,401.83,14,133,2
80471080,BN-4329,16-09-2023,Evening,Laura Petersen,Other,Fail,159.69,0.85,35,65.54,7.52,MID-8320,37.66,279.25,89.95,3.63,Non-Compliant,5,418.48,7,279,5
64668741,BN-7566,16-09-2023,Evening,Amanda Rhodes,Size Variation,Pass,29.86,0.22,52,88.41,2.71,MID-0643,47.15,289.57,86.07,3.18,Non-Compliant,6,19.71,2,43,2
75254056,BN-7133,17-09-2023,Evening,Sarah Garcia,Discoloration,Pass,67.8,0.57,23,88,9.02,MID-7222,12.75,213.27,98.55,0.83,Non-Compliant,13,487.32,12,32,1
17906302,BN-4381,17-09-2023,Night,Mrs. Dawn Santiago,No_Defect,Pass,106.99,0.28,86,48.45,1.91,MID-1235,40.65,250.77,63.3,3.57,Non-Compliant,59,489.32,12,67,3
33705682,BN-1332,17-09-2023,Night,Michael Campbell,Discoloration,Fail,162.47,0.92,36,57.13,2.36,MID-7048,15.18,198.36,87.57,3.93,Compliant,52,491.7,12,58,4
44891251,BN-6328,17-09-2023,Evening,Michael Stephens,Other,Pass,130.72,0.12,70,36.32,2.82,MID-6099,46.44,139.07,95.63,8.9,Compliant,37,382.15,13,56,3
30163300,BN-8626,17-09-2023,Evening,Samuel Boyd,Crack,Fail,190.26,0.99,52,42.54,5.12,MID-8013,20.67,264.87,83.85,1.13,Non-Compliant,2,163.51,9,176,1
65231234,BN-7963,17-09-2023,Night,Danielle Tucker,Discoloration,Fail,48.5,0.55,11,40.31,9.36,MID-1605,18,343.11,93.32,1.96,Compliant,39,443.37,7,104,2
9556935,BN-1502,17-09-2023,Morning,Robert Newton,Discoloration,Pass,46.8,0.1,94,62.73,4.27,MID-2138,40.26,216.16,78.82,6.82,Non-Compliant,13,0.79,15,75,5
120586,BN-1901,17-09-2023,Morning,Donald Peters,No_Defect,Fail,156.22,0.88,117,78.58,3.22,MID-5367,4.69,256.7,94.12,6.47,Non-Compliant,36,329.8,6,192,1
71346694,BN-0440,17-09-2023,Night,Brittany Rice,No_Defect,Fail,90.83,0.59,90,52.45,6.55,MID-0416,24.03,299.02,66,9.18,Non-Compliant,6,69.46,10,241,2
80476177,BN-7153,17-09-2023,Morning,Stephanie Martin,Discoloration,Fail,140.55,0.95,36,21.43,5.81,MID-9513,10.9,73.03,90.47,6.72,Non-Compliant,3,391.11,2,171,2
62688154,BN-9963,18-09-2023,Morning,Darren Thomas,Discoloration,Fail,131.21,0.13,29,81.02,4.72,MID-3462,29,466.73,76.58,5.15,Compliant,10,201.37,7,165,1
93614252,BN-6280,18-09-2023,Morning,Jacob Thomas,Size Variation,Fail,146.68,0.69,55,44.46,9.98,MID-4490,32.76,467.15,64.12,4.52,Compliant,41,196.23,12,114,2
66061861,BN-1631,18-09-2023,Night,Annette Jones,Other,Fail,150.21,0.32,39,77.41,5.18,MID-0138,40.02,264.39,73.94,2.28,Compliant,30,204.98,8,82,3
65080207,BN-4468,18-09-2023,Evening,Deborah Hunter,No_Defect,Fail,198.55,0.61,39,54.53,9.37,MID-0203,16.93,35.62,80.16,9.16,Non-Compliant,53,108.99,10,227,5
81127887,BN-9487,18-09-2023,Evening,Nicholas Mclean,Crack,Fail,88.71,0.45,83,48.34,2.4,MID-6907,1.6,178.11,81.23,6.93,Non-Compliant,28,44.07,14,189,3
20625016,BN-0350,18-09-2023,Evening,Courtney Hughes,Crack,Pass,14.19,0.39,51,84.84,6.18,MID-1738,19.84,154.31,77.04,2.26,Compliant,34,438.48,2,54,2
20485672,BN-0545,18-09-2023,Morning,Jeffrey Rodriguez,Discoloration,Pass,90.57,0.56,18,29.4,7.35,MID-5477,11.3,316.82,84.07,9.87,Compliant,24,499.52,12,148,3
68494247,BN-0818,18-09-2023,Evening,Mary Guerrero,Size Variation,Fail,80.73,0.17,79,98.03,7.16,MID-2047,46.37,179.95,99.26,8.38,Non-Compliant,4,227.78,8,297,2
75398613,BN-8349,18-09-2023,Evening,Nicole Williams,Other,Fail,98.35,0.32,50,41.81,1.02,MID-5327,43.19,186.37,87.44,5.55,Non-Compliant,9,15.05,10,199,5
60001825,BN-5128,19-09-2023,Evening,Linda Anthony,Other,Pass,124.02,0.37,101,35.6,5.01,MID-1534,49.73,129.95,77.48,8.71,Compliant,20,491.51,11,171,5
30115064,BN-6014,19-09-2023,Morning,Cindy Garrett,Discoloration,Pass,69.75,0.77,64,94.95,6.81,MID-0619,41.28,284.99,97.51,2.88,Compliant,1,487.84,8,42,2
11216353,BN-3826,19-09-2023,Evening,Sara Logan,Crack,Fail,26.39,0.93,96,75.48,5.22,MID-4890,3.26,257.92,83.41,6.8,Compliant,21,472.5,9,293,1
21093272,BN-3274,19-09-2023,Evening,Shawn Reed,No_Defect,Pass,77.06,0.93,20,22.61,8.73,MID-6801,4.04,204.6,62.27,0.2,Compliant,21,310.38,6,248,2
41668733,BN-5623,19-09-2023,Evening,Sara Johnson,No_Defect,Fail,192.91,0.34,77,97.3,6.38,MID-1144,42.42,351.72,66.59,0.29,Non-Compliant,18,16.75,6,284,1
49270358,BN-3814,19-09-2023,Morning,Mary Mcintosh,Discoloration,Pass,14.77,0.26,91,98.57,8.41,MID-2312,32.42,383.01,64.92,4.04,Non-Compliant,11,443.25,10,56,3
93926935,BN-8634,19-09-2023,Evening,Benjamin Scott,Size Variation,Pass,141.27,0.26,103,64.42,1,MID-8206,28.08,488.09,63.77,4.65,Non-Compliant,2,203.9,2,144,1
35356455,BN-6371,19-09-2023,Evening,Tonya Blair,No_Defect,Fail,41.21,0.47,79,48.67,6.7,MID-9508,34.34,12.08,76.1,1.61,Non-Compliant,33,208.23,9,294,1
39684943,BN-3066,19-09-2023,Morning,Dr. Jeffrey Gonzalez,Size Variation,Pass,96.22,0.82,10,38.29,3.64,MID-1371,48.08,104.11,62.11,5.25,Compliant,21,39.55,5,58,5
16821576,BN-4125,19-09-2023,Morning,Shane Hatfield,Size Variation,Pass,122.29,0.43,24,97.76,9.74,MID-6705,22.59,419.66,86.37,2.02,Compliant,47,368.43,6,69,5
97233602,BN-6569,19-09-2023,Night,Rachel Dawson,Discoloration,Pass,198.24,0.24,78,84.44,2.67,MID-9685,28.91,481.35,73.56,8.28,Non-Compliant,44,239.06,8,244,3
92917842,BN-1599,19-09-2023,Evening,Alexander Campos,Crack,Fail,29.7,0.86,88,42.31,9.29,MID-6672,43.35,174.63,66.99,0.55,Compliant,34,100.94,11,240,2
20381066,BN-0024,19-09-2023,Night,Cory Rodriguez,Other,Fail,11.52,0.2,52,80.14,4.82,MID-2021,8.12,394.19,66.3,8.64,Non-Compliant,48,398.04,10,103,2
23490581,BN-4895,19-09-2023,Night,Debra Harvey,Other,Pass,50.86,0.73,112,97.58,8.35,MID-8268,43.72,278.42,79.68,3.86,Non-Compliant,50,331.76,6,206,3
56925104,BN-9621,20-09-2023,Night,Tracy Jacobs,No_Defect,Pass,91.06,0.36,68,78.31,2.14,MID-6153,33.38,450.22,92.56,1.31,Compliant,60,470.7,15,276,1
10426166,BN-1629,20-09-2023,Evening,Jennifer Lowe,Crack,Pass,139.04,0.78,85,88.52,2.15,MID-9801,26.94,276.05,89.06,0.51,Non-Compliant,40,103.03,10,48,2
84161673,BN-5484,20-09-2023,Evening,Melissa Horn,Discoloration,Pass,95.72,0.82,56,82.05,2.41,MID-0187,12.43,73.77,96.53,2.34,Compliant,45,123.83,14,255,1
4538707,BN-4330,20-09-2023,Morning,Carol Ramirez,No_Defect,Pass,162.3,0.73,38,29.51,5.23,MID-6473,30.22,385.31,61.52,4,Non-Compliant,59,75.28,12,37,4
10014363,BN-2256,20-09-2023,Night,Erika Phillips,Crack,Pass,36.37,0.58,103,87.69,1.25,MID-6597,4.65,17.34,79.7,1.24,Non-Compliant,33,14.23,13,231,5
26063362,BN-3413,20-09-2023,Evening,Susan Oconnor,No_Defect,Pass,71.97,0.15,12,59.14,2.21,MID-9481,31.67,112.85,95.32,5.15,Compliant,8,429.23,14,95,3
71670348,BN-0981,20-09-2023,Morning,Amber Henry,Size Variation,Fail,16.97,0.26,13,74.21,1.29,MID-8056,3.85,441.84,95.91,1.72,Non-Compliant,29,160.84,14,98,1
58018064,BN-3828,20-09-2023,Morning,Deborah Silva,Discoloration,Pass,163.53,0.44,47,76.48,6.56,MID-5455,5.63,203.72,81.94,5.99,Compliant,26,337.1,6,148,1
78726949,BN-9291,20-09-2023,Night,Thomas Campos MD,No_Defect,Fail,56.65,0.89,111,41.07,8.05,MID-5573,21.53,134.36,79.49,0.92,Compliant,44,101.43,14,231,4
22140210,BN-4941,21-09-2023,Morning,Denise Diaz,Crack,Pass,25.95,0.35,113,41.22,4.08,MID-5438,11.72,489.82,70.15,9.55,Non-Compliant,35,194.5,7,201,3
61968882,BN-1995,21-09-2023,Evening,Shane Brown,No_Defect,Fail,172.42,0.28,109,23.19,5.23,MID-7142,9.08,122.42,98.77,0.2,Compliant,51,139.73,12,173,1
31353663,BN-2025,21-09-2023,Evening,Nichole Perez,Other,Pass,167.31,0.33,102,83.32,7.36,MID-8662,11.82,471.06,66.57,2.39,Non-Compliant,29,394.32,10,96,4
63707892,BN-9750,21-09-2023,Morning,Susan Ferguson,Other,Pass,42.04,0.81,41,20.59,8.55,MID-4996,23.45,346.25,60.36,9.24,Compliant,16,306.17,3,167,5
49308709,BN-5298,21-09-2023,Evening,David Harris,Crack,Pass,20.79,0.87,92,48.2,7.77,MID-3998,40.35,243.6,88.99,6.44,Compliant,47,199.76,9,93,2
26402109,BN-8627,21-09-2023,Night,Jasmine Jackson DVM,Crack,Pass,191.01,0.44,15,32.85,2.94,MID-6537,14.55,169.32,91.64,5.34,Non-Compliant,14,42.49,10,94,4
90199738,BN-5725,21-09-2023,Morning,Eric Mcclure,Size Variation,Pass,66.04,0.74,114,39.97,3.82,MID-4426,12.26,414.18,89.97,1.64,Non-Compliant,36,327.56,7,237,5
20079277,BN-1854,21-09-2023,Night,Carlos Day,No_Defect,Fail,187.85,0.37,22,65.05,4.18,MID-8593,31.14,390.12,79.68,0.51,Non-Compliant,16,239.85,11,225,2
90037405,BN-1208,21-09-2023,Evening,Philip Watson,Crack,Pass,189.34,0.56,42,68.86,3.9,MID-1557,32.02,223.83,89.52,7.15,Non-Compliant,25,346.08,14,194,5
38276514,BN-0665,21-09-2023,Night,Pamela Robinson,Size Variation,Pass,107.48,0.52,37,84.37,2.13,MID-5821,18.49,471.32,80.8,2.59,Compliant,17,58.03,10,231,5
91493927,BN-3753,21-09-2023,Morning,Laura Campbell,Size Variation,Fail,185.74,0.62,48,24.29,8.89,MID-7109,8.42,64.66,94.58,0.89,Non-Compliant,5,210.7,15,222,1
22573551,BN-5616,22-09-2023,Night,Gerald Everett,Other,Pass,163.17,0.12,16,95.76,5.72,MID-5551,40.86,29.67,77.8,3.36,Non-Compliant,54,89.27,3,118,5
81810970,BN-1233,22-09-2023,Night,Rebecca Benson,Size Variation,Fail,177.03,0.91,62,22.18,9.68,MID-9111,31.82,254.16,85.86,3.98,Compliant,10,402,6,66,5
29139323,BN-1546,22-09-2023,Morning,Lauren Schmidt,Other,Pass,196.67,0.44,98,72.5,2.29,MID-7014,10.95,358.04,64.25,7.11,Compliant,38,271.26,4,111,4
84459664,BN-6061,22-09-2023,Morning,Theresa Hoffman,No_Defect,Fail,59.85,0.49,106,49.14,8.74,MID-3911,3.02,186.23,69.45,3.59,Compliant,43,21.48,9,69,4
91324436,BN-8895,22-09-2023,Morning,Jonathan Morrison,Crack,Fail,68.93,0.37,13,28.72,7.97,MID-5184,3.78,372.43,82.98,4.97,Non-Compliant,28,131.26,3,204,5
99366520,BN-3514,22-09-2023,Morning,Vicki Thomas,Other,Pass,26.58,0.66,110,35.14,9.49,MID-8554,28.78,23.34,75.3,6.91,Non-Compliant,54,431.19,4,145,1
9804937,BN-4403,22-09-2023,Night,William Fleming,Other,Pass,191.59,0.66,38,65,9.77,MID-3859,19.66,299.5,92.71,1.78,Compliant,30,250.67,12,269,5
47048461,BN-4876,22-09-2023,Morning,Brent Faulkner,Other,Fail,33.62,0.82,21,67.77,7.13,MID-6623,38.61,150.41,77.5,8.54,Compliant,60,420.98,4,71,3
9659858,BN-4199,22-09-2023,Night,Samantha Schwartz,Other,Pass,146.15,0.15,38,96.05,3.81,MID-0075,6.87,125.91,62.01,4.52,Non-Compliant,29,7.99,4,183,3
37809171,BN-5640,23-09-2023,Night,Monica Carlson,No_Defect,Pass,98.05,0.58,79,98.73,2.81,MID-2356,28.98,460.08,69.75,6.52,Non-Compliant,25,454.2,1,263,4
78980549,BN-7712,23-09-2023,Morning,Mrs. Savannah Cherry,Discoloration,Fail,187.85,0.53,53,62.49,2.85,MID-3615,4.82,257.08,72.59,8.02,Non-Compliant,39,449.68,7,154,3
5873623,BN-2434,23-09-2023,Evening,Stephen Garcia,Other,Fail,55.99,0.4,114,91.31,3.15,MID-5014,15.19,94.22,89.09,2.01,Non-Compliant,32,298.89,14,282,5
11005957,BN-8246,23-09-2023,Night,Karen Francis,Other,Fail,44.19,0.13,65,54.53,6.98,MID-9118,49.78,48.13,96.94,7.22,Compliant,44,313.04,8,264,3
11085836,BN-3342,23-09-2023,Evening,Alexander Payne,Crack,Fail,161.35,0.32,38,80.69,6.69,MID-2880,0.63,259.65,79.54,9.11,Non-Compliant,23,409.85,3,214,5
96862995,BN-2805,23-09-2023,Night,Mark Smith,Size Variation,Pass,105.07,0.9,114,66.78,2.49,MID-7721,14.03,2.88,99.61,7.3,Compliant,37,431.64,4,248,1
20597030,BN-3572,23-09-2023,Night,Paige Lee,Discoloration,Pass,112.84,0.36,105,34.4,6.73,MID-4389,29.87,312.19,86.46,3.84,Non-Compliant,16,244.4,1,71,5
68431860,BN-1087,23-09-2023,Evening,Mandy Jenkins,Size Variation,Fail,178.34,0.47,82,21.9,7.7,MID-0394,33.69,255.31,87.31,3.3,Non-Compliant,23,233.42,3,111,4
11108009,BN-4965,23-09-2023,Evening,Brandi Brown,No_Defect,Pass,188.15,0.24,49,97.55,7.95,MID-8699,26.53,161.49,61.08,7.26,Compliant,45,112.47,8,274,5
89078280,BN-3054,23-09-2023,Evening,Richard Roberts,Other,Fail,174.52,0.89,22,54.78,7.92,MID-1028,29.18,31.2,68.72,1.24,Non-Compliant,2,360.12,3,207,2
50736461,BN-8608,23-09-2023,Evening,Mark Phillips,Other,Pass,15.11,0.9,31,65.92,8.39,MID-5530,11.15,496.97,84.92,6.3,Non-Compliant,9,460.28,9,272,4
53526274,BN-9080,23-09-2023,Evening,Brittney Shepard,Discoloration,Fail,93.85,0.45,39,61.86,8.47,MID-5222,27.3,353.03,87.26,8.93,Non-Compliant,58,287.65,8,179,4
27827796,BN-6205,24-09-2023,Morning,Vincent York,Discoloration,Pass,38.11,0.39,110,47.01,9.21,MID-2337,18.79,2.83,75.17,6.02,Compliant,8,236.5,13,53,5
96094693,BN-0012,24-09-2023,Night,Gregory Delgado,Crack,Pass,91.94,0.28,32,40.89,6.6,MID-6106,17.56,431.7,75.39,0.98,Non-Compliant,11,477.8,8,210,5
31803229,BN-2681,24-09-2023,Morning,Casey Ferguson,Crack,Fail,183.6,0.36,107,54.94,6.73,MID-4202,46.53,337.6,92.62,6.56,Compliant,56,356.73,1,36,5
3231500,BN-3668,24-09-2023,Morning,Lauren Henderson,Crack,Fail,186.26,0.74,38,32.05,3.16,MID-1152,48.01,112.16,98.06,6.84,Non-Compliant,34,453.35,13,69,3
1633849,BN-5787,24-09-2023,Evening,Martin Carroll,Size Variation,Fail,158.89,0.71,57,31.7,1.8,MID-0698,6.06,285.01,81.87,3.84,Compliant,39,369.16,13,72,4
26230665,BN-9234,24-09-2023,Morning,Benjamin Lewis,Other,Pass,130.84,0.7,80,32.47,4.55,MID-7748,44.69,479.58,83.04,0.44,Compliant,57,353.77,13,84,3
73778295,BN-2525,24-09-2023,Morning,Guy Pineda,Size Variation,Fail,106.68,0.28,44,89.77,3.78,MID-7723,45.33,70.86,97.07,7.65,Compliant,10,388.82,1,72,3
19831596,BN-5157,24-09-2023,Evening,Janet Adams MD,Crack,Fail,119.75,0.21,17,26.77,5.15,MID-3329,35.39,196.19,68.77,5.08,Compliant,0,118.78,6,209,2
76128141,BN-9994,25-09-2023,Night,Sara Barnett,Discoloration,Fail,126.3,0.31,85,44.75,5.8,MID-3160,4.62,420.22,86.94,1.01,Non-Compliant,36,69.59,15,205,3
40039060,BN-4404,25-09-2023,Evening,Jason Ortiz,No_Defect,Pass,165.63,0.74,92,91.39,6.88,MID-2069,38.3,355.86,61.52,3.54,Non-Compliant,60,494.4,13,179,5
63652369,BN-8463,25-09-2023,Evening,Michael Figueroa,Other,Fail,42.19,0.92,31,24.08,1.06,MID-0486,11.62,98.68,76.46,0.1,Compliant,52,123.11,14,122,4
13888817,BN-5684,25-09-2023,Morning,Stacey Hill,Size Variation,Fail,100.99,0.95,12,36.25,9.22,MID-2446,42.26,329.24,88.07,9.75,Compliant,51,99.67,3,296,1
39442765,BN-0913,25-09-2023,Evening,Micheal Quinn,Size Variation,Pass,141.86,0.47,77,56.51,4.2,MID-5569,16.82,379.41,71.07,0.71,Compliant,8,15.97,11,54,2
63535945,BN-5641,25-09-2023,Night,Wayne Davies,Discoloration,Pass,118.76,0.34,23,32.93,8.03,MID-5384,18.62,205.86,66.28,3.45,Non-Compliant,51,159.54,13,146,2
19030432,BN-1306,25-09-2023,Evening,Jacqueline Skinner,Discoloration,Fail,45.81,0.28,25,38.13,9.51,MID-6738,9.05,494.7,65.86,2.88,Non-Compliant,3,151.06,11,267,5
48536264,BN-1095,25-09-2023,Night,Mary Jenkins,Discoloration,Fail,103.45,0.69,46,50.15,3.3,MID-1447,27.27,193.49,93.58,9.12,Compliant,5,312.65,11,55,2
92938137,BN-7145,25-09-2023,Evening,Tina Ellis,No_Defect,Pass,68.3,0.87,87,76.18,7.33,MID-9146,16.39,442.55,65.15,5.52,Non-Compliant,35,173.67,4,129,1
20568863,BN-0406,26-09-2023,Morning,William Clark,Crack,Fail,126.66,0.6,46,73.78,2.11,MID-8033,7.97,116.09,76.21,2.29,Non-Compliant,22,295.1,3,127,5
86319775,BN-3290,26-09-2023,Morning,Sherry Ross,No_Defect,Pass,45.54,0.35,34,97.19,2.87,MID-2948,23.22,213.3,78.91,4.53,Non-Compliant,32,410.82,6,278,2
12376797,BN-6429,26-09-2023,Evening,Laura Guzman,Other,Fail,133.66,0.13,47,42.93,3.76,MID-6580,10.88,33.04,61.55,8.63,Compliant,60,283.22,8,270,4
45601378,BN-1720,26-09-2023,Night,Gregory Johnson,No_Defect,Pass,134.43,0.29,77,95.94,5.3,MID-9398,44.89,303.24,64.18,8.89,Compliant,16,221.93,3,161,3
